subject, block_type, block, delay_condition, trial, chosen, unchosen, offer_right_image, offer_left_image, exp_value_right, exp_value_left, choice_location, choice_key, exp_value1, exp_value2, exp_value3, exp_value4, RT, reward, coins_per_block, coins_per_task,ITI_duration,rt_deadline,choice_feedback_duration,outcome_duration
10, test, 6, 7, 3, 1, 3, 1, 3, 0.35, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 1.102292800002033, 1, 3.000000,63.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 4, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.8584211999987019, 0, 3.000000,63.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 5, 1, 2, 2, 1, 0.35, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 1.0013137000059942, 0, 3.000000,63.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 6, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6641508000029717, 0, 3.000000,63.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 7, 2, 1, 1, 2, 0.45, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6223224999994272, 1, 4.000000,64.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 8, 3, 2, 2, 3, 0.55, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6861305000056745, 1, 5.000000,65.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 9, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6346482000080869, 1, 6.000000,66.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 10, 3, 1, 3, 1, 0.55, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 1.7467826999927638, 0, 6.000000,66.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 11, 2, 4, 4, 2, 0.45, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6091757999965921, 0, 6.000000,66.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 12, 1, 3, 3, 1, 0.35, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6573751999967499, 0, 6.000000,66.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 13, 2, 1, 2, 1, 0.45, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.5551987000071676, 1, 7.000000,67.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 14, 2, 4, 2, 4, 0.45, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.6292121000005864, 1, 8.000000,68.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 15, 1, 4, 4, 1, 0.35, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.609715700004017, 0, 8.000000,68.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 16, 4, 2, 4, 2, 0.65, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8339448999904562, 1, 9.000000,69.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 17, 3, 2, 3, 2, 0.55, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8279057000036119, 0, 9.000000,69.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 18, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7921347000083188, 1, 10.000000,70.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 19, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6286665999941761, 0, 10.000000,70.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 20, 2, 1, 2, 1, 0.45, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.5404271000006702, 1, 11.000000,71.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 21, 3, 2, 3, 2, 0.55, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 1.8129180000105407, 1, 12.000000,72.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 22, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.43599369999719784, 1, 13.000000,73.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 23, 2, 1, 1, 2, 0.45, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.4400573000020813, 1, 14.000000,74.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 24, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.550860899995314, 1, 15.000000,75.000000,1.000000,6.000000,0.500000,1.000000
10, test, 6, 7, 25, 1, 2, 2, 1, 0.35, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 1.2410111000062898, 1, 16.000000,76.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 1, 4, 2, 4, 2, 0.65, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 1.2106657999975141, 1, 1.000000,77.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 2, 1, 2, 1, 2, 0.35, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.8921651000127895, 1, 2.000000,78.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 3, 3, 2, 2, 3, 0.55, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 1.0717429999931483, 1, 3.000000,79.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 4, 2, 4, 2, 4, 0.45, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.6576417000032961, 0, 3.000000,79.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 5, 1, 4, 4, 1, 0.35, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7451264999981504, 1, 4.000000,80.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 6, 1, 3, 3, 1, 0.35, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.4629036999976961, 0, 4.000000,80.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 7, 2, 4, 2, 4, 0.45, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 1.5007847999950172, 1, 5.000000,81.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 8, 2, 3, 2, 3, 0.45, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.7780284999898868, 0, 5.000000,81.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 9, 4, 2, 2, 4, 0.65, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.29903269998612814, 1, 6.000000,82.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 10, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.5516458000056446, 0, 6.000000,82.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 11, 3, 2, 3, 2, 0.55, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.6549053000053391, 1, 7.000000,83.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 12, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.665947799992864, 0, 7.000000,83.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 13, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 1.5761612000060268, 1, 8.000000,84.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 14, 1, 2, 1, 2, 0.35, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 0.5038485999975819, 0, 8.000000,84.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 15, 3, 2, 2, 3, 0.55, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.5279022000031546, 0, 8.000000,84.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 16, 4, 3, 4, 3, 0.65, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 0.9429265000071609, 0, 8.000000,84.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 17, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.3588084000075469, 0, 8.000000,84.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 18, 1, 2, 2, 1, 0.35, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 1.9561241999908816, 0, 8.000000,84.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 19, 1, 4, 1, 4, 0.35, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 1.0747456000099191, 1, 9.000000,85.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 20, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 2.099729000008665, 1, 10.000000,86.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 21, 1, 3, 3, 1, 0.35, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.8075522999861278, 1, 11.000000,87.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 22, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.8074191000050632, 0, 11.000000,87.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 23, 1, 3, 3, 1, 0.35, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6274959000002127, 1, 12.000000,88.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 24, 2, 4, 4, 2, 0.45, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7833123000018531, 0, 12.000000,88.000000,1.000000,6.000000,0.500000,1.000000
10, test, 7, 1, 25, 4, 2, 4, 2, 0.65, 0.45, left, 1, 0.35, 0.45, 0.55, 0.65, 2.0374223999970127, 1, 13.000000,89.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 1, 4, 1, 4, 1, 0.65, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 2.0997391999990214, 0, 0.000000,89.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 2, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.8239153000031365, 0, 0.000000,89.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 3, 1, 4, 1, 4, 0.35, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.7075690000056056, 1, 1.000000,90.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 4, 1, 2, 2, 1, 0.35, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.9285521999991033, 0, 1.000000,90.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 5, 3, 2, 2, 3, 0.55, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7050185999978567, 0, 1.000000,90.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 6, 4, 1, 4, 1, 0.65, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 0.9088718999992125, 1, 2.000000,91.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 7, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.879888800001936, 1, 3.000000,92.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 8, 3, 4, 4, 3, 0.55, 0.65, right, 2, 0.35, 0.45, 0.55, 0.65, 0.8747574000008171, 1, 4.000000,93.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 9, 3, 1, 3, 1, 0.55, 0.35, left, 1, 0.35, 0.45, 0.55, 0.65, 1.2146769999962999, 1, 5.000000,94.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 10, 2, 3, 3, 2, 0.45, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 1.1158607999968808, 0, 5.000000,94.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 11, 3, 1, 1, 3, 0.55, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7552675000042655, 0, 5.000000,94.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 12, 3, 4, 3, 4, 0.55, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.44905799999833107, 0, 5.000000,94.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 13, 4, 1, 1, 4, 0.65, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.8850598999997601, 1, 6.000000,95.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 14, 2, 1, 1, 2, 0.45, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.9544053999998141, 0, 6.000000,95.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 15, 1, 4, 1, 4, 0.35, 0.65, left, 1, 0.35, 0.45, 0.55, 0.65, 0.608833299993421, 0, 6.000000,95.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 16, 1, 2, 2, 1, 0.35, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7252737000089837, 0, 6.000000,95.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 17, 1, 3, 3, 1, 0.35, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6796149000001606, 1, 7.000000,96.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 18, 1, 3, 3, 1, 0.35, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7182958000048529, 0, 7.000000,96.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 19, 2, 1, 1, 2, 0.45, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.5891668000112986, 0, 7.000000,96.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 20, 4, 3, 3, 4, 0.65, 0.55, right, 2, 0.35, 0.45, 0.55, 0.65, 0.7545373999892035, 1, 8.000000,97.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 21, 3, 1, 1, 3, 0.55, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 1.1523511999985203, 0, 8.000000,97.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 22, 1, 3, 1, 3, 0.35, 0.55, left, 1, 0.35, 0.45, 0.55, 0.65, 1.1363284999970347, 1, 9.000000,98.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 23, 2, 1, 1, 2, 0.45, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.869373200010159, 1, 10.000000,99.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 24, 1, 2, 2, 1, 0.35, 0.45, right, 2, 0.35, 0.45, 0.55, 0.65, 1.0712229000055231, 0, 10.000000,99.000000,1.000000,6.000000,0.500000,1.000000
10, test, 8, 7, 25, 3, 1, 1, 3, 0.55, 0.35, right, 2, 0.35, 0.45, 0.55, 0.65, 0.6453939000057289, 1, 11.000000,100.000000,1.000000,6.000000,0.500000,1.000000
